Data,Interval,Pret mediu [lei/MWh],Rezolutie
2026-02-16,67,1037.64,PT15M
2026-02-16,68,866.27,PT15M
2026-02-16,69,2000.03,PT15M
2026-02-16,70,1300.00,PT15M
2026-02-16,71,1300.00,PT15M
2026-02-16,72,1163.14,PT15M
2026-02-16,73,1458.72,PT15M
2026-02-16,74,1300.00,PT15M
2026-02-16,75,1459.67,PT15M
2026-02-16,76,1161.20,PT15M
2026-02-16,77,863.21,PT15M
2026-02-16,78,813.29,PT15M
2026-02-16,79,1842.86,PT15M
2026-02-16,80,1300.00,PT15M
2026-02-16,81,1765.68,PT15M
2026-02-16,82,980.23,PT15M
2026-02-16,83,1076.89,PT15M
2026-02-16,84,579.61,PT15M
2026-02-16,85,1000.00,PT15M
2026-02-16,86,623.71,PT15M
2026-02-16,87,602.55,PT15M
2026-02-16,88,523.56,PT15M
2026-02-16,89,580.96,PT15M
2026-02-16,90,576.32,PT15M
2026-02-16,91,555.37,PT15M
2026-02-16,92,523.84,PT15M
2026-02-16,93,558.84,PT15M
2026-02-16,94,522.52,PT15M
2026-02-16,95,488.00,PT15M
2026-02-16,96,472.56,PT15M
2026-02-16,1,458.63,PT30M
2026-02-16,2,462.69,PT30M
2026-02-16,3,463.06,PT30M
2026-02-16,4,458.19,PT30M
2026-02-16,5,450.83,PT30M
2026-02-16,6,453.17,PT30M
2026-02-16,7,429.94,PT30M
2026-02-16,8,457.27,PT30M
2026-02-16,9,427.30,PT30M
2026-02-16,10,473.07,PT30M
2026-02-16,11,457.13,PT30M
2026-02-16,12,583.66,PT30M
2026-02-16,13,574.05,PT30M
2026-02-16,14,875.99,PT30M
2026-02-16,15,1048.43,PT30M
2026-02-16,16,719.47,PT30M
2026-02-16,17,687.35,PT30M
2026-02-16,18,657.86,PT30M
2026-02-16,19,1076.91,PT30M
2026-02-16,20,588.40,PT30M
2026-02-16,21,608.08,PT30M
2026-02-16,22,528.75,PT30M
2026-02-16,23,538.62,PT30M
2026-02-16,24,533.03,PT30M
2026-02-16,25,515.44,PT30M
2026-02-16,26,558.36,PT30M
2026-02-16,27,555.35,PT30M
2026-02-16,28,546.65,PT30M
2026-02-16,29,558.55,PT30M
2026-02-16,30,609.86,PT30M
2026-02-16,31,593.73,PT30M
2026-02-16,32,1238.27,PT30M
2026-02-16,33,651.58,PT30M
2026-02-16,34,951.96,PT30M
2026-02-16,35,1650.02,PT30M
2026-02-16,36,1231.57,PT30M
2026-02-16,37,1379.36,PT30M
2026-02-16,38,1310.44,PT30M
2026-02-16,39,838.25,PT30M
2026-02-16,40,1571.43,PT30M
2026-02-16,41,1372.96,PT30M
2026-02-16,42,828.25,PT30M
2026-02-16,43,811.85,PT30M
2026-02-16,44,563.05,PT30M
2026-02-16,45,578.64,PT30M
2026-02-16,46,539.60,PT30M
2026-02-16,47,540.68,PT30M
2026-02-16,48,480.28,PT30M
2026-02-16,1,460.66,PT60M
2026-02-16,2,460.63,PT60M
2026-02-16,3,452.00,PT60M
2026-02-16,4,443.60,PT60M
2026-02-16,5,450.19,PT60M
2026-02-16,6,520.39,PT60M
2026-02-16,7,725.02,PT60M
2026-02-16,8,883.95,PT60M
2026-02-16,9,672.60,PT60M
2026-02-16,10,832.66,PT60M
2026-02-16,11,568.41,PT60M
2026-02-16,12,535.82,PT60M
2026-02-16,13,536.90,PT60M
2026-02-16,14,551.00,PT60M
2026-02-16,15,584.20,PT60M
2026-02-16,16,916.00,PT60M
2026-02-16,17,801.77,PT60M
2026-02-16,18,1440.79,PT60M
2026-02-16,19,1344.90,PT60M
2026-02-16,20,1204.84,PT60M
2026-02-16,21,1100.60,PT60M
2026-02-16,22,687.45,PT60M
2026-02-16,23,559.12,PT60M
2026-02-16,24,510.48,PT60M
2026-02-17,1,483.67,PT15M
2026-02-17,2,480.35,PT15M
2026-02-17,3,471.07,PT15M
2026-02-17,4,466.13,PT15M
2026-02-17,5,475.86,PT15M
2026-02-17,6,466.27,PT15M
2026-02-17,7,467.03,PT15M
2026-02-17,8,464.40,PT15M
2026-02-17,9,465.20,PT15M
2026-02-17,10,464.93,PT15M
2026-02-17,11,469.87,PT15M
2026-02-17,12,468.58,PT15M
2026-02-17,13,475.51,PT15M
2026-02-17,14,472.89,PT15M
2026-02-17,15,473.34,PT15M
2026-02-17,16,465.52,PT15M
2026-02-17,17,454.56,PT15M
2026-02-17,18,474.25,PT15M
2026-02-17,19,461.74,PT15M
2026-02-17,20,479.29,PT15M
2026-02-17,21,458.65,PT15M
2026-02-17,22,470.98,PT15M
2026-02-17,23,484.51,PT15M
2026-02-17,24,537.80,PT15M
2026-02-17,25,439.95,PT15M
2026-02-17,26,496.08,PT15M
2026-02-17,27,603.47,PT15M
2026-02-17,28,664.50,PT15M
2026-02-17,29,500.00,PT15M
2026-02-17,30,560.88,PT15M
2026-02-17,31,700.73,PT15M
2026-02-17,32,719.06,PT15M
2026-02-17,33,712.82,PT15M
2026-02-17,34,701.03,PT15M
2026-02-17,35,679.86,PT15M
2026-02-17,36,628.44,PT15M
2026-02-17,37,729.21,PT15M
2026-02-17,38,682.31,PT15M
2026-02-17,39,639.07,PT15M
2026-02-17,40,581.25,PT15M
2026-02-17,41,641.76,PT15M
2026-02-17,42,616.03,PT15M
2026-02-17,43,572.29,PT15M
2026-02-17,44,554.63,PT15M
2026-02-17,45,601.99,PT15M
2026-02-17,46,556.12,PT15M
2026-02-17,47,530.03,PT15M
2026-02-17,48,515.86,PT15M
2026-02-17,49,524.59,PT15M
2026-02-17,50,519.97,PT15M
2026-02-17,51,500.00,PT15M
2026-02-17,52,506.25,PT15M
2026-02-17,53,511.98,PT15M
2026-02-17,54,520.12,PT15M
2026-02-17,55,530.16,PT15M
2026-02-17,56,533.76,PT15M
2026-02-17,57,502.45,PT15M
2026-02-17,58,534.28,PT15M
2026-02-17,59,589.21,PT15M
2026-02-17,60,616.01,PT15M
2026-02-17,61,525.78,PT15M
2026-02-17,62,530.10,PT15M
2026-02-17,63,681.89,PT15M
2026-02-17,64,466.23,PT15M
2026-02-17,65,438.09,PT15M
2026-02-17,66,530.07,PT15M
2026-02-17,67,530.11,PT15M
2026-02-17,68,530.08,PT15M
2026-02-17,69,502.33,PT15M
2026-02-17,70,556.40,PT15M
2026-02-17,71,619.75,PT15M
2026-02-17,72,575.18,PT15M
2026-02-17,73,611.32,PT15M
2026-02-17,74,728.68,PT15M
2026-02-17,75,615.69,PT15M
2026-02-17,76,611.32,PT15M
2026-02-17,77,715.44,PT15M
2026-02-17,78,776.27,PT15M
2026-02-17,79,573.82,PT15M
2026-02-17,80,580.81,PT15M
2026-02-17,81,572.81,PT15M
2026-02-17,82,587.71,PT15M
2026-02-17,83,517.65,PT15M
2026-02-17,84,525.82,PT15M
2026-02-17,85,500.70,PT15M
2026-02-17,86,489.06,PT15M
2026-02-17,87,419.31,PT15M
2026-02-17,88,335.42,PT15M
2026-02-17,89,528.59,PT15M
2026-02-17,90,451.23,PT15M
2026-02-17,91,424.15,PT15M
2026-02-17,92,104.14,PT15M
2026-02-17,93,364.67,PT15M
2026-02-17,94,364.68,PT15M
2026-02-17,95,179.51,PT15M
2026-02-17,96,179.50,PT15M
2026-02-17,1,482.01,PT30M
2026-02-17,2,468.60,PT30M
2026-02-17,3,471.06,PT30M
2026-02-17,4,465.71,PT30M
2026-02-17,5,465.06,PT30M
2026-02-17,6,469.23,PT30M
2026-02-17,7,474.20,PT30M
2026-02-17,8,469.43,PT30M
2026-02-17,9,464.41,PT30M
2026-02-17,10,470.51,PT30M
2026-02-17,11,464.82,PT30M
2026-02-17,12,511.15,PT30M
2026-02-17,13,468.01,PT30M
2026-02-17,14,633.99,PT30M
2026-02-17,15,530.44,PT30M
2026-02-17,16,709.89,PT30M
2026-02-17,17,706.93,PT30M
2026-02-17,18,654.15,PT30M
2026-02-17,19,705.76,PT30M
2026-02-17,20,610.16,PT30M
2026-02-17,21,628.90,PT30M
2026-02-17,22,563.46,PT30M
2026-02-17,23,579.05,PT30M
2026-02-17,24,522.95,PT30M
2026-02-17,25,522.28,PT30M
2026-02-17,26,503.13,PT30M
2026-02-17,27,516.05,PT30M
2026-02-17,28,531.96,PT30M
2026-02-17,29,518.37,PT30M
2026-02-17,30,602.61,PT30M
2026-02-17,31,527.94,PT30M
2026-02-17,32,574.06,PT30M
2026-02-17,33,484.08,PT30M
2026-02-17,34,530.09,PT30M
2026-02-17,35,529.36,PT30M
2026-02-17,36,597.47,PT30M
2026-02-17,37,670.00,PT30M
2026-02-17,38,613.50,PT30M
2026-02-17,39,745.85,PT30M
2026-02-17,40,577.32,PT30M
2026-02-17,41,580.26,PT30M
2026-02-17,42,521.74,PT30M
2026-02-17,43,494.88,PT30M
2026-02-17,44,377.36,PT30M
2026-02-17,45,489.91,PT30M
2026-02-17,46,264.14,PT30M
2026-02-17,47,364.68,PT30M
2026-02-17,48,179.51,PT30M
2026-02-17,1,475.31,PT60M
2026-02-17,2,468.39,PT60M
2026-02-17,3,467.14,PT60M
2026-02-17,4,471.82,PT60M
2026-02-17,5,467.46,PT60M
2026-02-17,6,487.99,PT60M
2026-02-17,7,551.00,PT60M
2026-02-17,8,620.17,PT60M
2026-02-17,9,680.54,PT60M
2026-02-17,10,657.96,PT60M
2026-02-17,11,596.18,PT60M
2026-02-17,12,551.00,PT60M
2026-02-17,13,512.70,PT60M
2026-02-17,14,524.01,PT60M
2026-02-17,15,560.49,PT60M
2026-02-17,16,551.00,PT60M
2026-02-17,17,507.09,PT60M
2026-02-17,18,563.42,PT60M
2026-02-17,19,641.75,PT60M
2026-02-17,20,661.58,PT60M
2026-02-17,21,551.00,PT60M
2026-02-17,22,436.12,PT60M
2026-02-17,23,377.03,PT60M
2026-02-17,24,272.09,PT60M
2026-02-18,1,0.10,PT15M
2026-02-18,2,2.55,PT15M
2026-02-18,3,93.93,PT15M
2026-02-18,4,159.43,PT15M
2026-02-18,5,50.91,PT15M
2026-02-18,6,0.10,PT15M
2026-02-18,7,50.00,PT15M
2026-02-18,8,154.99,PT15M
2026-02-18,9,13.00,PT15M
2026-02-18,10,171.64,PT15M
2026-02-18,11,35.67,PT15M
2026-02-18,12,35.69,PT15M
2026-02-18,13,104.30,PT15M
2026-02-18,14,52.18,PT15M
2026-02-18,15,78.12,PT15M
2026-02-18,16,104.19,PT15M
2026-02-18,17,0.10,PT15M
2026-02-18,18,0.10,PT15M
2026-02-18,19,42.12,PT15M
2026-02-18,20,264.62,PT15M
2026-02-18,21,13.75,PT15M
2026-02-18,22,438.17,PT15M
2026-02-18,23,500.00,PT15M
2026-02-18,24,595.39,PT15M
2026-02-18,25,474.82,PT15M
2026-02-18,26,597.56,PT15M
2026-02-18,27,616.13,PT15M
2026-02-18,28,515.48,PT15M
2026-02-18,29,534.86,PT15M
2026-02-18,30,500.00,PT15M
2026-02-18,31,310.51,PT15M
2026-02-18,32,352.09,PT15M
2026-02-18,33,364.51,PT15M
2026-02-18,34,723.32,PT15M
2026-02-18,35,616.17,PT15M
2026-02-18,36,500.00,PT15M
2026-02-18,37,738.84,PT15M
2026-02-18,38,500.00,PT15M
2026-02-18,39,503.41,PT15M
2026-02-18,40,179.55,PT15M
2026-02-18,41,316.94,PT15M
2026-02-18,42,71.32,PT15M
2026-02-18,43,52.20,PT15M
2026-02-18,44,78.16,PT15M
2026-02-18,45,46.87,PT15M
2026-02-18,46,43.00,PT15M
2026-02-18,47,184.44,PT15M
2026-02-18,48,402.94,PT15M
2026-02-18,49,64.96,PT15M
2026-02-18,50,152.03,PT15M
2026-02-18,51,46.84,PT15M
2026-02-18,52,43.00,PT15M
2026-02-18,53,66.80,PT15M
2026-02-18,54,78.16,PT15M
2026-02-18,55,179.52,PT15M
2026-02-18,56,75.52,PT15M
2026-02-18,57,78.14,PT15M
2026-02-18,58,43.00,PT15M
2026-02-18,59,52.10,PT15M
2026-02-18,60,226.76,PT15M
2026-02-18,61,50.93,PT15M
2026-02-18,62,335.50,PT15M
2026-02-18,63,530.19,PT15M
2026-02-18,64,750.05,PT15M
2026-02-18,65,394.60,PT15M
2026-02-18,66,494.99,PT15M
2026-02-18,67,530.21,PT15M
2026-02-18,68,784.20,PT15M
2026-02-18,69,531.93,PT15M
2026-02-18,70,594.54,PT15M
2026-02-18,71,883.14,PT15M
2026-02-18,72,773.58,PT15M
2026-02-18,73,616.15,PT15M
2026-02-18,74,616.17,PT15M
2026-02-18,75,738.85,PT15M
2026-02-18,76,802.25,PT15M
2026-02-18,77,706.26,PT15M
2026-02-18,78,686.44,PT15M
2026-02-18,79,654.19,PT15M
2026-02-18,80,687.05,PT15M
2026-02-18,81,633.19,PT15M
2026-02-18,82,723.54,PT15M
2026-02-18,83,683.11,PT15M
2026-02-18,84,611.44,PT15M
2026-02-18,85,730.59,PT15M
2026-02-18,86,661.88,PT15M
2026-02-18,87,599.77,PT15M
2026-02-18,88,557.94,PT15M
2026-02-18,89,623.11,PT15M
2026-02-18,90,585.73,PT15M
2026-02-18,91,553.42,PT15M
2026-02-18,92,518.76,PT15M
2026-02-18,93,549.46,PT15M
2026-02-18,94,534.57,PT15M
2026-02-18,95,506.19,PT15M
2026-02-18,96,486.40,PT15M
2026-02-18,1,1.32,PT30M
2026-02-18,2,126.68,PT30M
2026-02-18,3,25.50,PT30M
2026-02-18,4,102.50,PT30M
2026-02-18,5,92.32,PT30M
2026-02-18,6,35.68,PT30M
2026-02-18,7,78.24,PT30M
2026-02-18,8,91.15,PT30M
2026-02-18,9,0.10,PT30M
2026-02-18,10,153.37,PT30M
2026-02-18,11,225.96,PT30M
2026-02-18,12,547.70,PT30M
2026-02-18,13,536.19,PT30M
2026-02-18,14,565.81,PT30M
2026-02-18,15,517.43,PT30M
2026-02-18,16,331.30,PT30M
2026-02-18,17,543.92,PT30M
2026-02-18,18,558.08,PT30M
2026-02-18,19,619.42,PT30M
2026-02-18,20,341.48,PT30M
2026-02-18,21,194.13,PT30M
2026-02-18,22,65.18,PT30M
2026-02-18,23,44.94,PT30M
2026-02-18,24,293.69,PT30M
2026-02-18,25,108.49,PT30M
2026-02-18,26,44.92,PT30M
2026-02-18,27,72.48,PT30M
2026-02-18,28,127.52,PT30M
2026-02-18,29,60.57,PT30M
2026-02-18,30,139.43,PT30M
2026-02-18,31,193.21,PT30M
2026-02-18,32,640.12,PT30M
2026-02-18,33,444.79,PT30M
2026-02-18,34,657.21,PT30M
2026-02-18,35,563.24,PT30M
2026-02-18,36,828.36,PT30M
2026-02-18,37,616.16,PT30M
2026-02-18,38,770.55,PT30M
2026-02-18,39,696.35,PT30M
2026-02-18,40,670.62,PT30M
2026-02-18,41,678.37,PT30M
2026-02-18,42,647.27,PT30M
2026-02-18,43,696.24,PT30M
2026-02-18,44,578.86,PT30M
2026-02-18,45,604.42,PT30M
2026-02-18,46,536.09,PT30M
2026-02-18,47,542.02,PT30M
2026-02-18,48,496.30,PT30M
2026-02-18,1,64.00,PT60M
2026-02-18,2,64.00,PT60M
2026-02-18,3,64.00,PT60M
2026-02-18,4,84.70,PT60M
2026-02-18,5,76.73,PT60M
2026-02-18,6,386.83,PT60M
2026-02-18,7,551.00,PT60M
2026-02-18,8,424.36,PT60M
2026-02-18,9,551.00,PT60M
2026-02-18,10,480.45,PT60M
2026-02-18,11,129.65,PT60M
2026-02-18,12,169.31,PT60M
2026-02-18,13,76.71,PT60M
2026-02-18,14,100.00,PT60M
2026-02-18,15,100.00,PT60M
2026-02-18,16,416.67,PT60M
2026-02-18,17,551.00,PT60M
2026-02-18,18,695.80,PT60M
2026-02-18,19,693.36,PT60M
2026-02-18,20,683.48,PT60M
2026-02-18,21,662.82,PT60M
2026-02-18,22,637.55,PT60M
2026-02-18,23,570.25,PT60M
2026-02-18,24,519.16,PT60M
2026-02-19,1,503.10,PT15M
2026-02-19,2,482.20,PT15M
2026-02-19,3,487.74,PT15M
2026-02-19,4,482.16,PT15M
2026-02-19,5,492.74,PT15M
2026-02-19,6,487.62,PT15M
2026-02-19,7,473.94,PT15M
2026-02-19,8,463.63,PT15M
2026-02-19,9,468.91,PT15M
2026-02-19,10,472.86,PT15M
2026-02-19,11,473.40,PT15M
2026-02-19,12,456.74,PT15M
2026-02-19,13,461.22,PT15M
2026-02-19,14,459.17,PT15M
2026-02-19,15,455.35,PT15M
2026-02-19,16,470.69,PT15M
2026-02-19,17,464.57,PT15M
2026-02-19,18,476.48,PT15M
2026-02-19,19,483.27,PT15M
2026-02-19,20,491.17,PT15M
2026-02-19,21,453.44,PT15M
2026-02-19,22,462.97,PT15M
2026-02-19,23,493.69,PT15M
2026-02-19,24,523.16,PT15M
2026-02-19,25,509.35,PT15M
2026-02-19,26,589.32,PT15M
2026-02-19,27,648.45,PT15M
2026-02-19,28,696.86,PT15M
2026-02-19,29,720.25,PT15M
2026-02-19,30,585.85,PT15M
2026-02-19,31,422.95,PT15M
2026-02-19,32,70.95,PT15M
2026-02-19,33,460.58,PT15M
2026-02-19,34,70.29,PT15M
2026-02-19,35,50.95,PT15M
2026-02-19,36,42.97,PT15M
2026-02-19,37,78.16,PT15M
2026-02-19,38,47.85,PT15M
2026-02-19,39,65.11,PT15M
2026-02-19,40,64.88,PT15M
2026-02-19,41,50.99,PT15M
2026-02-19,42,77.63,PT15M
2026-02-19,43,62.53,PT15M
2026-02-19,44,64.85,PT15M
2026-02-19,45,56.59,PT15M
2026-02-19,46,56.09,PT15M
2026-02-19,47,65.18,PT15M
2026-02-19,48,78.14,PT15M
2026-02-19,49,87.96,PT15M
2026-02-19,50,46.86,PT15M
2026-02-19,51,65.09,PT15M
2026-02-19,52,56.09,PT15M
2026-02-19,53,78.16,PT15M
2026-02-19,54,52.11,PT15M
2026-02-19,55,50.93,PT15M
2026-02-19,56,74.81,PT15M
2026-02-19,57,56.08,PT15M
2026-02-19,58,56.08,PT15M
2026-02-19,59,179.56,PT15M
2026-02-19,60,249.32,PT15M
2026-02-19,61,46.85,PT15M
2026-02-19,62,407.72,PT15M
2026-02-19,63,676.89,PT15M
2026-02-19,64,702.65,PT15M
2026-02-19,65,616.29,PT15M
2026-02-19,66,780.47,PT15M
2026-02-19,67,807.54,PT15M
2026-02-19,68,823.90,PT15M
2026-02-19,69,789.69,PT15M
2026-02-19,70,613.62,PT15M
2026-02-19,71,512.71,PT15M
2026-02-19,72,530.30,PT15M
2026-02-19,73,613.41,PT15M
2026-02-19,74,739.00,PT15M
2026-02-19,75,578.96,PT15M
2026-02-19,76,577.16,PT15M
2026-02-19,77,634.17,PT15M
2026-02-19,78,766.31,PT15M
2026-02-19,79,597.78,PT15M
2026-02-19,80,550.00,PT15M
2026-02-19,81,726.10,PT15M
2026-02-19,82,603.32,PT15M
2026-02-19,83,507.61,PT15M
2026-02-19,84,504.25,PT15M
2026-02-19,85,610.85,PT15M
2026-02-19,86,500.00,PT15M
2026-02-19,87,469.66,PT15M
2026-02-19,88,449.18,PT15M
2026-02-19,89,498.58,PT15M
2026-02-19,90,465.00,PT15M
2026-02-19,91,450.59,PT15M
2026-02-19,92,407.70,PT15M
2026-02-19,93,497.51,PT15M
2026-02-19,94,449.47,PT15M
2026-02-19,95,435.47,PT15M
2026-02-19,96,392.40,PT15M
2026-02-19,1,492.65,PT30M
2026-02-19,2,484.95,PT30M
2026-02-19,3,490.18,PT30M
2026-02-19,4,468.78,PT30M
2026-02-19,5,470.89,PT30M
2026-02-19,6,465.07,PT30M
2026-02-19,7,460.19,PT30M
2026-02-19,8,463.02,PT30M
2026-02-19,9,470.52,PT30M
2026-02-19,10,487.22,PT30M
2026-02-19,11,458.20,PT30M
2026-02-19,12,508.43,PT30M
2026-02-19,13,549.33,PT30M
2026-02-19,14,672.65,PT30M
2026-02-19,15,653.05,PT30M
2026-02-19,16,246.95,PT30M
2026-02-19,17,265.43,PT30M
2026-02-19,18,46.96,PT30M
2026-02-19,19,63.01,PT30M
2026-02-19,20,64.99,PT30M
2026-02-19,21,64.31,PT30M
2026-02-19,22,63.69,PT30M
2026-02-19,23,56.34,PT30M
2026-02-19,24,71.66,PT30M
2026-02-19,25,67.41,PT30M
2026-02-19,26,60.59,PT30M
2026-02-19,27,65.13,PT30M
2026-02-19,28,62.87,PT30M
2026-02-19,29,56.08,PT30M
2026-02-19,30,214.44,PT30M
2026-02-19,31,227.28,PT30M
2026-02-19,32,689.77,PT30M
2026-02-19,33,698.38,PT30M
2026-02-19,34,815.72,PT30M
2026-02-19,35,701.66,PT30M
2026-02-19,36,521.50,PT30M
2026-02-19,37,676.20,PT30M
2026-02-19,38,578.06,PT30M
2026-02-19,39,700.24,PT30M
2026-02-19,40,573.89,PT30M
2026-02-19,41,664.71,PT30M
2026-02-19,42,505.93,PT30M
2026-02-19,43,555.43,PT30M
2026-02-19,44,459.42,PT30M
2026-02-19,45,481.79,PT30M
2026-02-19,46,429.14,PT30M
2026-02-19,47,473.49,PT30M
2026-02-19,48,413.93,PT30M
2026-02-19,1,488.80,PT60M
2026-02-19,2,479.48,PT60M
2026-02-19,3,467.98,PT60M
2026-02-19,4,461.61,PT60M
2026-02-19,5,478.87,PT60M
2026-02-19,6,483.32,PT60M
2026-02-19,7,610.99,PT60M
2026-02-19,8,450.00,PT60M
2026-02-19,9,156.20,PT60M
2026-02-19,10,64.00,PT60M
2026-02-19,11,64.00,PT60M
2026-02-19,12,64.00,PT60M
2026-02-19,13,64.00,PT60M
2026-02-19,14,64.00,PT60M
2026-02-19,15,135.26,PT60M
2026-02-19,16,458.53,PT60M
2026-02-19,17,757.05,PT60M
2026-02-19,18,611.58,PT60M
2026-02-19,19,627.13,PT60M
2026-02-19,20,637.06,PT60M
2026-02-19,21,585.32,PT60M
2026-02-19,22,507.43,PT60M
2026-02-19,23,455.47,PT60M
2026-02-19,24,443.71,PT60M
2026-02-20,1,426.63,PT15M
2026-02-20,2,231.78,PT15M
2026-02-20,3,440.68,PT15M
2026-02-20,4,434.65,PT15M
2026-02-20,5,437.54,PT15M
2026-02-20,6,422.67,PT15M
2026-02-20,7,435.80,PT15M
2026-02-20,8,300.00,PT15M
2026-02-20,9,437.55,PT15M
2026-02-20,10,436.49,PT15M
2026-02-20,11,438.20,PT15M
2026-02-20,12,203.76,PT15M
2026-02-20,13,179.50,PT15M
2026-02-20,14,455.20,PT15M
2026-02-20,15,307.16,PT15M
2026-02-20,16,179.50,PT15M
2026-02-20,17,184.83,PT15M
2026-02-20,18,459.70,PT15M
2026-02-20,19,471.64,PT15M
2026-02-20,20,479.83,PT15M
2026-02-20,21,463.93,PT15M
2026-02-20,22,484.08,PT15M
2026-02-20,23,500.96,PT15M
2026-02-20,24,554.27,PT15M
2026-02-20,25,542.32,PT15M
2026-02-20,26,783.60,PT15M
2026-02-20,27,979.42,PT15M
2026-02-20,28,738.66,PT15M
2026-02-20,29,941.47,PT15M
2026-02-20,30,1347.79,PT15M
2026-02-20,31,675.55,PT15M
2026-02-20,32,602.91,PT15M
2026-02-20,33,602.92,PT15M
2026-02-20,34,856.55,PT15M
2026-02-20,35,560.02,PT15M
2026-02-20,36,460.51,PT15M
2026-02-20,37,666.03,PT15M
2026-02-20,38,617.13,PT15M
2026-02-20,39,554.43,PT15M
2026-02-20,40,515.75,PT15M
2026-02-20,41,589.86,PT15M
2026-02-20,42,543.60,PT15M
2026-02-20,43,515.65,PT15M
2026-02-20,44,502.22,PT15M
2026-02-20,45,527.05,PT15M
2026-02-20,46,510.86,PT15M
2026-02-20,47,506.48,PT15M
2026-02-20,48,500.01,PT15M
2026-02-20,49,508.21,PT15M
2026-02-20,50,505.79,PT15M
2026-02-20,51,505.79,PT15M
2026-02-20,52,505.75,PT15M
2026-02-20,53,505.40,PT15M
2026-02-20,54,505.47,PT15M
2026-02-20,55,499.91,PT15M
2026-02-20,56,500.01,PT15M
2026-02-20,57,503.93,PT15M
2026-02-20,58,505.40,PT15M
2026-02-20,59,457.85,PT15M
2026-02-20,60,466.61,PT15M
2026-02-20,61,461.47,PT15M
2026-02-20,62,499.39,PT15M
2026-02-20,63,551.51,PT15M
2026-02-20,64,575.44,PT15M
2026-02-20,65,505.25,PT15M
2026-02-20,66,530.08,PT15M
2026-02-20,67,650.15,PT15M
2026-02-20,68,660.72,PT15M
2026-02-20,69,639.36,PT15M
2026-02-20,70,659.71,PT15M
2026-02-20,71,621.48,PT15M
2026-02-20,72,602.92,PT15M
2026-02-20,73,658.66,PT15M
2026-02-20,74,674.24,PT15M
2026-02-20,75,641.42,PT15M
2026-02-20,76,636.06,PT15M
2026-02-20,77,647.15,PT15M
2026-02-20,78,634.85,PT15M
2026-02-20,79,596.99,PT15M
2026-02-20,80,527.25,PT15M
2026-02-20,81,600.64,PT15M
2026-02-20,82,580.90,PT15M
2026-02-20,83,510.80,PT15M
2026-02-20,84,469.64,PT15M
2026-02-20,85,521.00,PT15M
2026-02-20,86,499.00,PT15M
2026-02-20,87,447.58,PT15M
2026-02-20,88,261.97,PT15M
2026-02-20,89,494.87,PT15M
2026-02-20,90,442.07,PT15M
2026-02-20,91,356.19,PT15M
2026-02-20,92,234.88,PT15M
2026-02-20,93,416.18,PT15M
2026-02-20,94,361.73,PT15M
2026-02-20,95,226.27,PT15M
2026-02-20,96,179.47,PT15M
2026-02-20,1,329.21,PT30M
2026-02-20,2,437.67,PT30M
2026-02-20,3,430.10,PT30M
2026-02-20,4,367.90,PT30M
2026-02-20,5,437.02,PT30M
2026-02-20,6,320.98,PT30M
2026-02-20,7,317.35,PT30M
2026-02-20,8,243.33,PT30M
2026-02-20,9,322.27,PT30M
2026-02-20,10,475.73,PT30M
2026-02-20,11,474.01,PT30M
2026-02-20,12,527.61,PT30M
2026-02-20,13,662.96,PT30M
2026-02-20,14,859.04,PT30M
2026-02-20,15,1144.63,PT30M
2026-02-20,16,639.23,PT30M
2026-02-20,17,729.74,PT30M
2026-02-20,18,510.26,PT30M
2026-02-20,19,641.58,PT30M
2026-02-20,20,535.09,PT30M
2026-02-20,21,566.73,PT30M
2026-02-20,22,508.94,PT30M
2026-02-20,23,518.96,PT30M
2026-02-20,24,503.25,PT30M
2026-02-20,25,507.00,PT30M
2026-02-20,26,505.77,PT30M
2026-02-20,27,505.44,PT30M
2026-02-20,28,499.96,PT30M
2026-02-20,29,504.66,PT30M
2026-02-20,30,462.23,PT30M
2026-02-20,31,480.43,PT30M
2026-02-20,32,563.47,PT30M
2026-02-20,33,517.67,PT30M
2026-02-20,34,655.43,PT30M
2026-02-20,35,649.53,PT30M
2026-02-20,36,612.20,PT30M
2026-02-20,37,666.45,PT30M
2026-02-20,38,638.74,PT30M
2026-02-20,39,641.00,PT30M
2026-02-20,40,562.12,PT30M
2026-02-20,41,590.77,PT30M
2026-02-20,42,490.22,PT30M
2026-02-20,43,510.00,PT30M
2026-02-20,44,354.77,PT30M
2026-02-20,45,468.47,PT30M
2026-02-20,46,295.53,PT30M
2026-02-20,47,388.96,PT30M
2026-02-20,48,202.87,PT30M
2026-02-20,1,383.44,PT60M
2026-02-20,2,399.00,PT60M
2026-02-20,3,379.00,PT60M
2026-02-20,4,280.34,PT60M
2026-02-20,5,399.00,PT60M
2026-02-20,6,500.81,PT60M
2026-02-20,7,761.00,PT60M
2026-02-20,8,891.93,PT60M
2026-02-20,9,620.00,PT60M
2026-02-20,10,588.34,PT60M
2026-02-20,11,537.83,PT60M
2026-02-20,12,511.10,PT60M
2026-02-20,13,506.38,PT60M
2026-02-20,14,502.70,PT60M
2026-02-20,15,483.45,PT60M
2026-02-20,16,521.95,PT60M
2026-02-20,17,586.55,PT60M
2026-02-20,18,630.87,PT60M
2026-02-20,19,652.59,PT60M
2026-02-20,20,601.56,PT60M
2026-02-20,21,540.49,PT60M
2026-02-20,22,432.39,PT60M
2026-02-20,23,382.00,PT60M
2026-02-20,24,295.91,PT60M
